Label,Tweet
1,فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد
2,فعلا في البدايه كلهم رائعون
1,فعلا مهزله
2,فعلا والله هو القرار والثبات عليه
1,فقد عجزت الكلمات
1,فلما الحزن فلقد اصبح الحزن صديقي
2,فما اجمل هذا الدين
1,فهم ادرى واخبر لا وبل اكثر انكارا للشيعه وامثالهم
2,فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار
2,فى ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها لا تدرك قيمتها
1,في ايه يا ولاد الوثخه؟
1,في خطبه وحده رفض شيخ اخواني النووي الاردني و مدح النووي الايراني
2,في كل مناحي الحياه التكنولوجيا بديل عن البشر الا في التعليم التكنولوجيا تجعل عمل المعلم .. متعه لا بديلا عنه
1,فيديو بايخ
1,فيروسات بشريه
1,قال حكم قال
1,قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير
1,قرف شوهاد شي بخزي عنجد
1,قرف يعيع
1,قرف يقرف اللبنانيين شو تافهين
1,قرف يقرفك
1,قرفت انتحر عن الدرج
2,قريبا ان شاء لله تسمع اخبار تسركم
1,قصدك اخر ما توصل اليه العقل البشري من تفاهات
2,قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير
2,قصه جميله جدا تعكس معنى الايمان التمسك بالعقيده الصحيحه حسن تعاليمها
2,قصه جميله مهمه جدا
2,قصه جميله ودايما انا بحب اسمع البرنامج
2,قصه حقيقيه رائعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه
2,قصه رائعه افادك الله من العلم لتفيدنا دائما
2,قصه رائعه ياريت كل الرجال هيك
2,قصه فى منتهى الروعه
2,قصه في غايه الروعه
2,قل لي من تصاحب اقول لك من انت
1,قلت ادب
1,قلولهم هذا سوبر ستار مش مسابقه لبياع الخضار
2,قمه البلاغه
1,قمه التخلف البشري الله يشفيهم
1,قمه التخلف والانحطاط
1,قهروني حرام
2,قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق
2,قول يا رب وخد قرار
2,قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم
2,قولى يارب ثم توكلى عليه انه نعم المولى نعم الوكيل احتسبى عنده ما تظنين انك لا تقدرين عليه
1,كارثه بشريه
1,كافر ملعون جهنم باذن الله
1,كاميرا خفيه في الانحطاط الاخلاقي
1,"كان خطاي الوحيد، اعطيت من لا يستحق اكثر من حقه"
1,"كان نفسي اكون شخص بارد ، يتقبل اي حاجه من غير ما يتاثر."
2,كانت الحياه صعبه والمدرسين خشنين واغلبهم من الاردن وفلسطين لكنهم علمونا الادب والعلم غفر الله لامواتهم
1,"كانت العرب في الجاهليه، يصيبها التشاؤم ان رات رجل او امراه لون عينيه ازرق وكانت تعتقد انهم شياطين او مس شيطاني اصابهم وهم اجنه"
1,كانت تسوي مقلب انها محترمه بعدين اعترفت انها
1,كانهم خرفان العيد عند المسلخ
1,"كباب كباب واخرتها لحم كلاب تكرمون ، احذروا"
1,كتكوت ضعيف الجناح الدنيا غدرت ها
1,كتير رخيص ومقرف
1,كثر الكلام في هذان الموضوعين ولم يتحقق على الواقع شي اصبح المواطن يتبع سراب
2,كثر الله من امثالك زادك الله علم
1,كدا عيب اودني راحت فيها
2,كرامتى اولى
2,كرامتي افضل من سعادتي
1,"كرهت كلمه نازح، لاجئ، ازمه،  وضع،  توره، تاريخ،  جغرافيا"
1,كس اخـتك
1,كس امكم يالعرب يابهايم يابقايا حضارات الامم
1,كسم البرامج العربيه متخلفه بنت شرموطه
1,كسم العته البشرى
2,كل الاحترام
2,"كل البدايات جميله لكن العبره دائما تكون بالختام,اما كسبت او تعلمت درس مستحيل تنساه."
1,كل النسخ العربيه والاجنبه كله تمثيل في تمثيل مسخره وعقول تاقهه
2,كل سنه وانتم طيبين
2,كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا صيامنا
2,كل شئ في حب الله تهون وحب ربنا اقوى بكتير من اى حاجه
2,كل شئ ماله معنى بهالحياه الا الفلوس هي الحياه وهي من تقرر مصير كل شئ بهالدنيا الا شئ واحد الموت لا يتناغم مع الفلوس
1,كل واحد حرامي ما بهمو مصلحه المسكين المواطن الي بشتغل 14ساعه 6دنانير
1,كل يوم اجتماعات ومناقشات وتحليلات ومفاوضات بشان سوريه وكلو حكي فاضي وعلاك مصدي اذا ما في نيه صادقه مخلصه من كل الاطراف لن تنتهي ماساتنا
1,كل يوم يصدمنا الاعلام بنتائج رقميه مجهوله المصدر والتوثيق والاستقراء حول التعليم في الاردن لتبرروا تغير المناهج المخزي لا لن تخدعونا
2,كلام بليغ اللهم ارزقنا الزوج الصالح من يعرف معني رفقا بالقوارير
2,كلام جميل
2,كلام جميل الكرامه افضل ابقى للانسان
2,كلام جى فى وقته
2,كلام حقيقي
2,كلام حلو ومشجع
2,كلام ذهب
2,كلام رائع وفي وقته وربنا قادر علي كل شئ
2,كلام سليم
2,كلام سليم الف بالميه الله
2,كلام سليم والصراحه راحه
2,كلام صحيح من شان هيك الدول اللي ما فيها بطاله والمجتمعات المفتوحه بتقل فيها المشاكل النفسيه
2,كلام طيب
2,كلام ما في جدل
2,كلامك جميل ورائع
2,كلامك يشعرني بالتفاؤل يمدني بالقوه الاستمرار
1,كلب واطي
1,كلب وحقير
2,كلمات رائعه حلوه لا احلى ان يكونو في النهايه رائعون
2,كلماتك عذبه
1,كـلمه حب عـجـبـتـنـى جـيـت  اقــؤلها جــرحـتـنـى
2,كلنا ما انتصرنا على نفسنا وعلى الحاجه ددي الي متعبتنا ومبعدتنا عن الله
1,كله على راس المواطن ما يثير السخريه رفع اسعار المستقات النفطيه المستخدمه في الصناعه تقول صناعتنا مكسره الدنيا
1,كلهم فاجرين
1,كلهم معندهمش احساس
1,كلو حكي فاضي
1,كم هي ثقيله على لسانك .. فرائحه الدجل والنفاق بنظرات عيونك !! 
2,كن انت التغير الذي تريد ان تراه
2,كن انت ذلك الشخص
2,كن ايجابيا وتذكر ان قليلا من التفاؤل قد يصنع الف طريق نحو السعاده صباحكم مليان طاقه ايجابيه
2,كن كما انت لا تتغير من اجل احد
2,كن مع الله لا تبالي
1,كنا نقول البلد حاميها حراميها ماذا سنقول الان مفتيها حراميها الله الواحد تحير في هذه الامه التي اصبح الحليم فيها حيران
1,كنا نقول عاهات
2,كنت اخادع الحياه لكي اعيش كما اريد لكن الحياه خدعتني عشت كما هي تريد
1,كنت اشوف الاجانب اقول موسوسين
1,كيد النساء لولا مكر الرجال لما خلقت حــواء بكيــد عظيــم
1,كيف صرت كاتب يا زلمه ؟؟ انت كثير عليك حمار
2,كيف لا احبه و في كل مساء يهديني شيئا من روحه 
1,كيف يجتمع ستر وغض البصر
2,لا احنا نتبع نظام مختلط بين الراسماليه والاشتراكيه
